rating,comment
1,"Buen producto recomendable, buen precio y cumple su función, trae su cable para cargar y tiene buena presión para jalar el agua , cierto que queda flojo al colocarlo en la boca del garrafón pero no afecta para na su funcionamiento, tiene un muy buen tamaño como lo muestra la imagen es de la altura de un teléfono, fácil de usar."
0,"Si funciona bien, solo que el sabor a plástico quemado es intenso. Ya lave las partes que se pueden lavar , lo remoje en agua con cloro y nada que se le quita el sabor, la parte donde se carga es muy frágil. En esto la calidad es similar al precio."
1,"Bueno en relación precio y lo que es, le queda perfectamente a los garrafones de agua ciel y la batería dura un buen. Solo como advertencia hay que usarlo en agua con jabón para que se limpie porque le da un sabor al agua un poco raro."
1,"Cumple su función pero hace un ruido feo al momento que empieza a salir el agua, dura solo unos 3 segundos pero se escucha como alguien eruptando y no me agrada por eso, aparte antes de colocarlo lavé muy bien la manguera y es el segundo garrafon y el agua sabe a plastico, pero es bastante el sabor, no me agrado, ojala que mas adelante se le quite ese sabor, y pues el ruido si me da pena con las visitas."
0,Buen funcionamiento pero hace falta una pieza que no trae. Hace que se sujete a la boquilla y no quede bailando el dispensador. Yo la tuve que hacer con una tapa pero aún así no queda del todo bien.
0,"De inicio al se tenia buena expectativa del producto pero con mes y medio de haberlo puesto en función dejo de trabajar prende más no saca agua, para salir de un apuro sirve pero no para uso diario."
0,El producto funciona perfecto pero no he podido quitar el sabor a plastico quemado que le agrega al agua pasar por la bomba.
1,"Muy buen producto. Compre dos (uno blanco y uno negro), hasta el momento han funcionado a la perfección. La batería me dura como dos semanas, sirviendo un aproximado de 4 litros diarios. Se carga como en una hora, cuando está conectado se prende una luz roja, ya que está cargado se apaga. Mientras está conectado se puede seguir usando sin problema. Medio litro lo sirve aprox. En 25 segundos, no es ruidoso."
0,"Mi bomba del garrafon no funcionó desde el primer día, tenia fugas por dentro, al momento de querer utilizarla se tiraba el agua por un lado, aparte de que le daba un sabor a qumico muy desagradable, por temas de tiempos nunca pude hacer la devolucion pero si quieren una buena bomba de garrafon mejor busquen en otro lado para que no tengan que pasar por todo el martirio de la devolucion si les sale malo."
1,"Exelente producto.
Muy práctico, simple de usar, funciona muy bien y embona bastante bien en la boca de un garrafón de 20 litros de la marca ciel.
La entrada del cargador es v8 a usb."
0,"No viene con la goma para ajustar, por lo que se mueve mucho, tienes que sostenerlo con la mano; yo supuse que la traia asi como los demás, pero no, les escribí un mensaje pero no obtuve respuesta. Mi recomendacion es: si no tienes la goma que va al garrafón, no la compres. Busca uno que si la traiga."
0,"La batería no dura lo que anuncian ,dice carga 3 horas y dura de 30 a 40 días y la verdad es que solo dura para servir de 3 a 4 vasos y después hay que volver a cargarlo y es molesto estár sacandolo para ponerlo a cargar."
1,"Espere a usar el producto unos días para poder opinar y ya que lo he estado utilizando, puedo decir que me encantó! ya no batallo en estar cargando el garrafon o con el temor de que se me caiga cuando sirvo agua, es muy cómodo, la batería dura mucho tiempo y es muy fácil cargarla, en un ratito ya está listo nuevamente para usarlo, sólo con un click y ya puedes servir el agua cómodamente, muy muy recomendable gracias!!."
1,"No trae rosca para el garafon, solo se pone y queda guango, no es touch , solo tiene un botón q prende al apretarle para dispensar y se apaga al apreptarle para parar. Nada woow pero es funcional, la batería le dura mucho tiempo."
0,Hola la caja venía abierta le faltaba el cargador y tubo dispensador de agua.
1,"Buen producto, me agradó que viniera cargado, funciona súper bien! 👌."
1,"Excelente,buena potencia y muy práctico."
1,"Bastante práctico y de buenos materiales, el único inconveniente es el caudal o ""chorro de agua"", algo lento pero no mucho, un poco por debajo de adecuado, en general bastante bueno."
1,"Llevo un mes con la bomba y sin problemas, la carga tiene buena duración, hasta el momento no eh tenido ningún inconveniente, fue una buena compra."
1,Me pareció bueno funcional pero como que le falta un adaptador para la boca del garrafón quedó muy olgado y se mueve mucho no enbona al 100.
1,Producto muy práctico y resistente.
1,Excelente.
1,"No le doy las 5 estrellas por qué al usarlo se sale el agua de un lado, pero fuero de eso funciona muy bien, veamos cuánto dura apenas tengo una semana usándolo 1 carga nad amas."
1,"Excelente producto, funciona bastante bien, la batería le dura más muchísimo, se carga rápido. Fácil de subir agua, trae una manguera que va dentro del garrafón y sin problema se puede comprar una más larga en caso de ser necesario. Al mometo de empezar a usar, llega un momento en que solita la bomba se apaga, o bien uno de manera manual lo puede apagar.
¡sin problema lo recomiendo!."
1,"Los dos primeros meses fue lo mejor, le duraba la batería como dos garrafones de agua, sin embargo un día lo recargué y murió, no sé a qué se debió pero no debería de haber pasado ya que lo cargue con el cargador que venía en la caja, tengan cuidado con eso."
1,"Me salió muy bueno, leí muchos comentarios de que el agua sabia a plástico quemado pero la verdad el mio no apesto el agua ni despide mal sabor. Lo que hice fue enjuagarlo con agua de cloro y luego agua normal y listo. El agua tiene buen sabor, la batería dura muchísimo y es perfecto para no tener que cargar o inclinar el garrafon. ¡lo ame!."
0,"Muy malo compré dos pensando que sería un buen producto pero me equivoqué ese sabor a plástico quemado queda aunque lo remojen en vinagre no lo recomiendo para nada le da un pésimo sabor al agua lo siento pero es la verdad mejoren eso, y aparte queda flojo ni embona."
0,"Huele a químico del plástico, ya se hirvió se lavo y el aroma y sabor sigue, de su funcionamiento bien , pero el sabor y el aroma muy mal."
0,"No he podido usarlo ya que el agua sabe mal en la unica vez que lo utilice, huele a quemado a la hira de sacarlo, no se que hacer para que me sirva o regresarlo para comprar otro que no vuela y el agua sepa mal gusto."
0,"Deberían decir que antes debe de usarse con agua común o no se lo puse en mi garrafón y sabía a puro plástico por eso la calificación, no se mucho de esto y así muchas personas. No estaría de más."
0,"La función está exelente ,solo tiene un detalle muy grande ,el agua sale con sabor a plástico muy feo ,por más que lo lave no se le quitó y pues terminé usándolo para lavarme las manos :(."
0,"Mal producto, no se de que esta hecho pero el plastico despide un ollr toxico horrible que se impregna en el agua y todo sabe a plastico, este modelo no esta bien no lo he podido usar."
0,"Muy mal, el plástico con el que se fabricó está contaminado y presenta un olor semejante a criolina, compré tres y los tuve que descartar."
0,"No funciono, apenas brinco el mes para regresarlo y se apaga cada 5 segundos, pensamos que sería la pila lo cargamos pero sigue pasando lo mismo."
0,Imposible de usar apesta a plastico y el agua sabe horrible ya lave el tubo con vinagre y jabon con agua caliente lo puse en el sol y no se le quita con nada.
0,"Es una mala compra, la primer vez que lo cargue duro un par de días, la segunda y posteriores no duró ni una hora.
Creo que por el precio no se puede esperar mucho pero por los comentarios creí que si valdría la pena."
0,Muy muy malo solo lo desenpaque lo usé se le termino la carga y jamás pude volver a cargarlo ya no volvió a funcionar no lo recomiendo.
1,"El equipo funciona, como debe, ppr eso le doy 3 estrellas. Lamentablemente el olor a plastico q expide es horrible, nunca pude quitarlo ni con todas las indicaciones, el agua de mi garrafon se apesto de ese olor y se echo a perder. Es una lastima por q tuve otro q funcionaba muy bien."
1,"Muy buen producto excelente calidad la bateria dura muchisimo tiempo hace 6 mese que lo compré y aun sigue como nuevo 100% recomendado, unico detalle es que no trae adaptadores pero tomas una tapa de la misma garrafa le haces un pequeño agujero donde quepa el tubito que trae por dentro y queda super bien."
0,Compre 2 y e usado uno el agua sabe muy mal como aceite ya cheque en varias marcas de agua y es igual.
1,"Bastante útil lo recomiendo , no queda justo en la tapa del garrafón pero no afecta el que quede flojito , igual le puedes hace un ollito a la pa d el garrafón y por ahí metes el popote del dispensador y así si embonan."
0,Malo!!! no trae el adaptador de silicón para que el dispensador ajuste a la boca de los garrafones.
1,"Al principio tenía dudas por las opiniones de algunos pero creo que el producto funciona bien, si tienes problema con la batería debes dejarlo cargar bastante son 2. 5 horas más o menos ya después te dura lo de la descarga de 5 garrafones."
1,"Útil práctico, solo agregarle el adaptador para que embone bien, ya que cuesta trabajo sentarlo con la tapa del mismo garrafón. Observación, podría estar más largo el tubo de desemboque. Ya que queda muy pegado al garrafón."
1,"Funciona muy bien, solo le da un sabor y olor al agua extrano, tal vez por los materiales de plastico y la manguera de silicon."
1,"Es muy práctico, lo recomiendo más por su precio. Es un buen producto para que te saqué de apuros, ahora sí, todos en mi casa ya se pueden servir su agua, hasta el más chiquito y con mucho gusto."
1,"Me gusto por que he tenido otros y este tiene el tubito un poquito mas grueso y sale mas fuerte el agua, lo que quiza dudo un poco en el material pero pues tengo poco que lo compre esperemos dure!!."
1,"Es buena esta bombita, claro es lenta, pero hace su funcion correctamente y al menos a mi la pila me dura bastante, tal vez para algun lado que se ocupe mucho pues dure un poco menos, pero es buena.
Lo que no me gusto es que no te avisa cuando se queda sin pila, solo deja de funcionar y asi sabes que ya no cuenta con carga."
0,"Esta bueno. El detalle es que no trae algo para ponerlo bien en el garrafon, se puede poner así nada mas pero un movimiento en falso y se cae. Fuera de eso funciona muy bien."
1,"La compré para reemplazar otra que usé por 2 años, pero ésta me gustó mas porque trae mas potencia que la anterior, osea me llena mas rápido un vaso con agua y prende una luz al funcionar, está muy bien la bombita, el único pero es que no trae la pieza para embonar bien al garrafón y solo queda sobrepuesta."
1,"No tiene una medida exacta, para el botellón, ya que es un poco más grande. Pero en general es buen producto, no derrama agua y totalmente funcional."
1,Sirve muy bien aunque se descarga muy rápido.
1,Excelente producto.
1,Funciona muy bien.
1,"10/10.
Muy buen producto, me gusto, la calidad es buena, funciona bien.
Recomendado."
1,
1,"Mi producto es bueno, da comodidad al servir el agua y ya no estar cargando el botellón, acomodado en una banca es. Muy oractico su uso y agradable."
1,"Muy buen producto, muy práctico."
1,Útil y fácil de manejar.
1,"Buen dia ,trabajando bien. Gracias. Buena compra la recomiendo. No tiene ningún mal sabor el agua , con la manguerita. La lavamos bien antes de usar. Buen producto."
1,"10/10 lo tengo desde hace 4 meses y para nada me ha fallado, dura hasta casi 5 garrafones y ya luego se tiene que cargar. Excelente producto, lo volvería a comprar. No se arrepentirán."
1,Muy buen producto fácil de instalar y se adapta muy bien al botellón de agua.
1,Cumple muy bien su función me agrado el producto claro que lo recomiendo.
1,"Aún no lo utilizo, confío en que me salga bien, viene con todo su kit."
1,El producto es muy fácil de usar y de recargar. Además de que es práctico para no estar empinando los garrafones de agua. Solo aprieta el botón de power y el agua se despacha. Si se te olvida pagarlo se apagó automáticamente en unos segundos. Par no derramar el agua.
1,"Me parecio un buen producto, buena calidad y diseño, lo tengo en el trabajo y quedo muy bien."
1,Muy bueno lástima que no trae adaptador para los garrafones hay que comprarlos aparte.
1,Práctico y muy fácil de usar espero y me dure mucho tiempo.
1,Está bastante bien de tamaño y viene con carga para que lo uses inmediatamente es muy fácil y práctico de usar yo le doi un 10 👌🏼.
1,"Me encantó que viniera cargado, lo lave y lo utilice de inmediato, para el uso que le doy esta perfecto."
1,Buen producto.
1,"Funciona perfecto ,la manguera es mi larga por lo que aún con el garrafón casi vacío puede sacar agua."
1,
1,Las instalaciones son diferentes idiomas falta español.
1,Bueno.
1,A más de un año sigue funcionando como nuevo y no tiene problemas de desgaste.
1,
1,"Muy bueno, ya llevo tiempo usándolo y aún no requiero poner a cargar batería, si viniera con tapita el tubo de salida estaría estupendo."
0,El producto venía abierto y se ve que estaba usado.
1,"Bien,veremos cómo funciona pero se ve bueno."
1,"Si me gustó cumplió los espectativas de lo que quería y por si precio, solo que no trae el tubo de despachado."
0,"Producto de baja calidad, no recomendable para trabajos profesionales, solo para uso personal si estás conciente de que de 4 te salga uno mal. No volvería a comprar. Ah ml te hace pagar la devolución luego te lo reembolsa lo cual solo quita tiempo, en vez de mandar por el y listo pero no quieren generar acto de molestia para que uno vaya a una paquetería pague y mandé evidencia etc etc y ojalá no se te escape un paso de sus instrucciones porque si no a batallar de nuevo. Barato = a malo (caro)."
1,Lo grabé con láser y tiene muy buena calidad.
1,"Esta súper bonito,calidad precios y además con sus accesorios,popote,cepillo y esponja para lavar el vaso."
1,"Es bonito.
Pero no es muy práctico para conservar líquidos muy calientes, el material de la tapa no puede retener el vapor del agua caliente y por lo tanto se levanta un poco, tengo que llevarlo siempre en la mano para evitar que se tire.
Mantiene la relación calidad-precio pero no volvería a comprarlo, a pesar de que se ve bien."
1,"Simplemente geniales. He comprado en diferentes colores de este modelo y están estupendos. Trae su popote, cepillo para limpieza y esponjosa para lavarlo y cuidar su apariencia. Me encanta como se ven personalizadps con vinilo o stickers y conservar las bebidas frías o calientes por muchísimo tiempo. Su tapa hermética lo hace aún más práctico y conserva el color, en una ocasión se me calló con líquido de una altura de 1. 5 mts aprox y no le paso nada, otro se me deslizó de una altura mayor y solo se abolió pero sigue funcionando así que son perfectos para el día a día. Me encantan 😍."
1,"Tengo menos de 2 semanas usándolo y ya presenta muestras de óxido, el precio está excelente para la calidad del producto, me hubiera gustado que fuera de mejor calidad aunque tuviera que pagar más."
0,"Pedí color blanco, pero en realidad parece color azul… no lo recomiendo si piden color blanco."
0,A los dos días de uso se le quebró está parte de la tapadera.
1,Todo bien el único punto es que tuve que dar doble pasada al grabado con láser de 40w en la primera al 75% y la segunda al 45%.
1,"Lo ame, por el precio de verdad vale la pena, esta increíble si lo recomiendo ♥️."
1,"Es muy livianito y bonito, aparte trae varios accesorios para su uso y lavado."
1,"Buen producto. Se siente firme y es estético. Le puse un par de estampas para personalizarlo y pegaron sin problema. Viene con popote y esponja. Los popotes bailan un poco, no afecta su funcionamiento pero me hubiera gustado que quedaron más firmes.
En general, buena compra, lo recomiendo."
1,"La verdad es que me encantó, pediré otro porque mi bestie me lo quiere robar jajaja, así que se lo daré de obsequio 🎁.
Está súper lindo, el material es bastante bueno y dura muchísimo mi cafecito, chocolate y ponche calientes :3✨ ps. Feliz año 🤍🫶🏼."
0,"El producto es de pésima calidad, no tiene un sellado ideal, tiene una liga la cual cuando hace presión se dobla toda y no permite cerrar y cuando logra cerrarlo y lo abres la liga se sale de su lugar, cuando esta se rompa seguramente no tendrá función."
1,"Un buen precio, excelente material y buena capacidad."
1,Me pareció bien para su precio.
1,De buena calidad y los accesorios están geniales.
1,Exelente producto.
1,Le encantó a mi papá muy bonito y liviano.
1,"1perfecto!!!!.
Excelente calidad amoooooo 🌸."
1,"Me encantaron y a mi novio también, perfectos para personalizar, muy buena calidad y mantiene el café caliente por horas recomiendo 10/10."
1,"Muy buen producto, fácil de cargar y usar, las bebidas calientes duran cómo 5 horas y las frías como 8 gran producto en relación al precio."
1,"Me encantó✨no derrama, no guarda olores, el color a pesar que dude por ser rosa🩷 el tono mate lo hace encantador.
Cumple lo que promete al mantener las bebidas en su temperatura.
Definitivamente lo volveré a comprar. 🫰🏼."
1,Me encantó el termo lo recomiendo. Está súper práctico. Viene con todos los accesorios dos popotes el cepillito para limpiar popotes y otro más para el termo. La caja si venía maltratada. Pero de ahí en más. Todo super. Lo volvería a comprar. 10/10.
1,"Muy buena calidad, los colores padrisimos."
1,"Perfecto, mis clientes quedaron satisfechos con la personalizada. Gracias!!!."
1,Está muy bonito fiel al color compré dos están súper bonitos y la calidad es muy buena 👌.
1,Exelente producto recomendado.
1,Pedí para grabarlo con láser y quedé complacida con el resultado. Buena calidad a buen precio.
1,Excelente.
1,"Algo bbb , jala al.
Cien."
1,"Muy bonito, trae varios complementos; solo falta ver la calidad (que no se oxide)."
0,Biene roto.
1,Muy buena calidad.
1,Excelente para añadir vinil 👌🏼.
1,"Buena relación calidad precio, realmente recomendable para grabado láser."
1,Super bien.
1,Pues espero aguante el uso rudo por el precio pues es ta bien :).
1,Llevo dos termos comprados y seguiré comprando ya que estoy muy satisfecha con la relación precio-calidad. Mantiene mi agua/cafe frió o caliente por varias horas. Recomiendo ampliamente.
1,"Muy buen bote, trae sus popotes y sus cepillos para limpiar tanto el bote como los popotes."
1,Me agradaron los colores y el material son ligeros no son de uso rudo yo los mandé a grabar para el detalle.
1,
1,Super buena calidad 👍.
1,"Es un buen producto, el único problema es la tapa, compré 2 y ninguno sella bien, es decir que al poner cualquier líquido se derrama, no es bueno para viajes o para llevar."
1,Me gustó mucho.
1,
1,"Excelente tamaño, calidad."
1,Muy económico y de buena calidad.
1,"Excelente calidad, se siente super bien el material y mantiene todo super frío por muchas horas, recomendado en un 100%, incluye todo lo que muestra la imagen y de alta calidad! 100% satisfecho."
1,"Está hermoso, te dura un buen las temperaturas de la bebida, súper práctico los utensilios que tiene para limpiar y los popotes, yo lo mandé a personalizar y me encantó."
1,
1,
1,"Para el agua caliente lo mantiene aprox 3 horas, agua fría 4 horas aprox depende del lugar donde estés, no es muy práctico para traslados o distancias largas ya que no tiene buen agarre, para tu lugar de trabajo lo recomiendo, en general me ha salido muy bueno."
1,Exelente producto. 😊.
1,Muy practico.
1,Me encanto me gusto mucho 🫶🏻.
1,La verdad dudaba si mantendría el calor pero sí dura unas 3 horas caliente el líquido. La calidad está excelente por el precio.
0,"Se tira, la ropa no emboba bien."
1,
1,Muy bno y practico ojalá y sigan poniendo ofertas excelente.
1,Muy bien mejor de lo k esperaba superó mis expectativas.
1,Me encanto le mandamos hacer un grabado y quedo excelente.
1,
1,"Me encantaron ,ideal para lo que necesito el color es genial y el empaquetado fue con mucho cuidado."
1,
1,Están súper geniales me gustaron muchísimo y el color esta genial.
1,"Excelente material, me gusta mucho, por su precio esperaba menos, pero quede encantada!."
1,Es un vaso de muy buena calidad es muy funcional y el precio realmente es bueno se los recomiendo ampliamente.
1,Muy buena calidad si vuelvo a comprar.
1,Muy bien.
1,Excelente.
1,"Muy vuena compra el material es ligero, tiene buena capacidad y me gusta que trae su respectiva esponja y cepillo para una limpieza completa. Lo recomiendo."
1,"Excelente para mantener las temperaturas, en mi caso lo uso para mantener mi bebida fría ya que trabajo a altas temperaturas, aveces se calienta por fuera pero por dentro sigue fría mi bebida por horas.
Excelente precio y calidad."
1,Me gusto mucho esta padre.
1,Excelente vaso súper recomendado.
1,Excelente.
1,"Me encantó, muy práctico y funcional, me hubiera gustado que los popotes fueran un poco más altos, pero igual sirven."
1,"La tapa se depego muy facil, la calidada de los materiales es muy basica, pero corresponden al precio."
1,"No es tapa de rosca, cierra hermeticamente pero sin algo que asegure la tapa al vaso."
1,Es buen material y el precio es muy bueno !.
1,Muy bonito.
1,Muy bonito.
1,Excelente.
1,Muy buena opción para tus bebidas frías cuando vas a los hoteles all inclusive!.
1,Muy buen producto 10/10.
1,Muy bien.
1,Muy buena calidad y retiene muy bien la temperatura.
1,Muy padre!! me encantó 💕.
1,Recomendado.
1,Muy buenos vasos.
1,Perfecto.
1,"Muy bueno, lo recomiendo ☝🏻✅️."
1,Les compre a mi familia y todos los aman.
1,Recomendable.
1,Efectivo a la necesidad que requiero.
1,"Excelente por el precio, muy facil de armar."
1,"Todo es de metal, es muy practico, la primer canastilla quedó un poco foja pero nada q afecte demasiado."
1,"Es como lo esperaba, recistente y buena capacidad de espacio."
1,"Excelente carrito me encantó, el armado es muy sencillo y trae todo lo necesario para poder armarlo, por el precio está bastante bien 👍🏻."
1,"Excelente !!.
Perfecto para lo que necesitaba!."
1,"Me encantaron, son de muy buena calidad y muy fácil de armar. 😍😍😍😍."
1,"Muy bonito, excelente calidad y fácil de armar. Es el segundo que compro, son muy útiles y prácticos."
1,Muy padre y resistente me encanto.
1,"Muy buena calidad, se arma súper fácil, resistente lo ame🫶🏼."
1,Todo bien pero las tuercas no embonan bien y queda flojo.
1,"Por el precio es de calidad aceptable, para colocar cosas ligeras. Fácil de armar. Las rejas no son muy altas."
1,"Producto muy práctico y resistente, el material es de buena calidad, fácil de armar y los colores concuerdan con las fotos."
1,"Está hermoso, todo de metal y súper práctico."
1,Me pareció genial ☺️.
1,"Está bastante bien sinceramente, viene con las instrucciones y todo solo que la parte de arriba me quedo un poco floja, pero es cuestión mía sin duda volvería a comprar otro a futuro, me sirvió bastante bien para guardar mis cosas de mi negocio 💗🙌🏻."
1,"Me gustó que trae todoo para que lo armes, hasta las herramientas."
1,"Me encanto y a mi hija mas,solo pequeño detalle en las llantas el seguro se le baja y pues hay que estarle acomodando el seguro,pero fuera de eso perfecto 👌."
1,"El metal es muy resistente, soporta muy bien peso, todo es metal, me encantó."
1,"Me gustó mucho, tal y como viene en la fotos."
1,"Muy buen producto.
Fácil de armar.
Buen material.
Excelente relación costo-beneficio."
1,"Muy bien tamaño, capacidad de almacenamiento y de excelente calidad de material lo recomiendo al 💯👌🏻."
1,"Super prácticos, fácil de armar volvería a comprar."
1,Excelente.
1,"Excelente producto, justo lo que buscaba, lo utilizo para mi material de trabajo y es excelente para desplazarlo a cualquier lugar sin problema y demasiado práctico lo recomiendo, el armado fue rápido y es de muy buen material."
1,En general todo muy bien !!!.
1,"Facil de armar, bonito, practico y le caben varias cosas. Resistente y muy buen precio (oferta)."
0,"Lo armé y se va de lado, me puse a revisarlo y tiene la llanta quebrada y con uno de los orificios donde va el tornillo hundido, gracias a esto no podré moverlo 🫠."
1,Me gustó mucho es bonito el color increíble solo hay 1 detalle que en la última charola ósea la de hasta arriba 2 tornillos no cuadran bien quedan bailando es lo único que le podría ver de defecto no afectan tanto pero pues deberían cuadrar completamente.
1,
1,"Es muy lindo. Igual a la foto. Es metálico. Batallé poco para armarlo, pero fue por mi, no por que sea difícil en si jaja. Lo recomiendo mucho y claro que compraría otro."
1,"Lo recomiendo, fácil armado, se nota que carga bastante peso, es más alto de lo que imagine, tiene llantas."
1,Me gusto mucho pero quedo algo chueco y se mueve un poco 🥺.
1,
1,Me encantó lo uso para mis cosas de la repostería.
1,Es muy practico y de buen material. Lo volvería a comprar.
1,"No batallé al armarlo, muy buen material. Se ve muy lindo, sin duda compraría mas."
1,"Me gustó mucho el carrito, se ve resistente y tiene buen tamaño, si recomiendo el producto."
1,Me gustó mucho super práctico para acomodar todas mis cosas.
0,Vienen piezas faltantes y no podré armarlo ni utilizarlo.
1,"Excelente calidad precio super accesible.
Sin duda volveré a comprarlos."
1,"Super práctico, para ponerle productos alimenticios que se utilicen a todas horas y estén a la vista para consumirlos. Con ruedas para llevarlo de un lado a otro. Muy contenta con el carrito."
1,Excelente !.
1,Justo lo que esperaba. Cumplió mis espectativas. Facil de armar.
1,"Muy bonito y practico.
Va deacuerdo con el costo."
1,"De las mejores compras que pude hacer, no contaba con herramientas y ya las viene incluidas, es muy fácil de armar."
1,Están perfectos muy bonitos y amplios.
1,Hermoso 😍.
1,Me encanto.
1,"Excelente producto, muy resistente."
1,Muy fácil de armar y muy lindo ☺️.
1,"Me encanto, más adelante voy a comprar uno en blanco."
1,Cumple su función 👍🏻 me gusto mucho.
1,Buen producto con respecto al precio.
1,"Es buen producto de buena calidad sin embargo es un poco frágil, es práctico y muy útil."
1,Muy padre y práctico 🙂🤩🤩.
1,Muy bueno.
1,El carrito me pareció muy práctico y muy útil para lo que necesitaba.
1,Viene muy delgadito el material.
1,Fue fácil de armar y trae todo lo necesario para hacerlo. Me gustó la capacidad que tiene para almacenar y realmente es muy práctico para moverlo a dónde uno ocupa.
1,"El carrito es muy bueno, todo es de metal y es resistente. Es muy fácil de armar, lo único no tan bueno es que las llantas no funcionan tan bien, pero es algo mínimo. Es una muy buena opción."
1,"Si es de metal, pero el fondo de cada cajón es algo delgado, siento que se puede amuecer fácilmente, los tornillos se apretaron pero no estabilizan cada cajón o reja, le faltan unos empaques, para que queden ajustados, no vienen, se los pusimos aparte, un poco endeble la estructura."
1,"A mi me encanta, está hermoso."
1,"Esta muy bien, respecto al precio, cumple su funcio."
1,"Muy buen producto, lo volvería a comprar, solo que no carga cosas tan pesadas.
Sirve para ordenar mi spa."
0,Busca otro.
1,Bien.
1,Recomendado calidad precio.
1,"Me encanto muy buena calidad y fácil de armar, lo volvería a comprar."
1,"Buena calidad y facil armado, trae instructivo."
1,"Todo es metálico y me parece muy resistente, materiales de buena calidad, lo recomiendo!."
1,De muy buena calidad.
1,Muy bonito práctico y resistente.
1,"Súper buena compra , el mejor carrito."
1,"Si me gusto mucho y la calidad tambien, super bien."
1,"Fue un regalo, pero me comentan que esta bien, y les gustó."
0,"No esperaba que me llegara un producto usado, manchado, con pelos, raspones, definitivamente no es lo que esperaba."
0,"Aunque es económico sigo prefiriendo las de costco, la calidad es mala, muy frágil y no soporta mucho peso."
0,"La mesa es de un material plástico muy endeble, de hecho se rompió de un lado al tratar de abrir las patas y solo tiene 20 días de haberse comprado."
0,Una basura de producto estoy arrepentida de averla comprado y aparte no quieren regresar el dinero.
0,"Esta muy dañado, lamentablemente vi los comentarios ya despues de comprarlo y no soy el primero al que le pasa deberian de hacer algo al respecto la app."
0,Es que esta quebrada la mesa.
0,Solicito el cambio del producto.
0,"La verdad no me gusto, es muy delgada y no es resistente, por el precio esperaba mas resistencia."
0,El material es muy fragil.
0,Pues está muy delgada y sencilla pero todo bien.
0,"Las mesas llegan rotas o con el plástico hundido, principalmente de las esquinas."
0,El producto se está rompiendo parece de papel y llevo 3 días utilizándolo no me aguanta el material es muy frágil se ve práctico pero no es funcional.
1,Me parece algo fragil.
0,"Producto muy sencillo, no logra abrir totalmente la mesa, en el centro donde se abre tiene exceso de material."
1,Excelente.
1,"La mesa es del tamaño correcto pero tuve problemas con los seguros al instalarla no se quedan donde deberían, el material no es como de las mesas que comúnmente conoces , es un plástico más blando, pero por el. Precio me parece bien."
0,Tiene detalles de calidad.
0,Vino rota una parte de la mesa y muy delgada las medidas no son las que especifican en la pagina.
1,"El material es muy poco resistente esta muy delgada la tabla y los tubos, no resiste mucho peso solo al ponerle la mano encima sin mucha presión se ve que hasta inestable es y se tambalea muy fácil.
No lo recomiendo con otros 300 pesos compras otra del mismo tamaño y más resistente."
1,Exelente.
1,"Por precio esta bien. Si, es sencilla y no tiene seguro para evitar que se cierre cuando esta abierta pero para sacarte del apuro esta perfecta."
1,"No es el típico material que conocemos característico de esas mesas, este es más sencillo pero el precio y calidad van acorde."
1,"El producto tiene calidad de acuerdo al precio. Es bueno, no para uso rudo o pesado. Pero es buena calidad."
1,Excelente compra. Bastante amplia y con patas de construcción sólida. Es ligera y no se necesita armar ni preparar. Muy útil si tienes un evento pequeño. Sin duda volvería a comprar.
1,"Muy fácil de armar, excelente para poner bolsas, no muy superpesadas, yo la uso para poner comida o algunos objetos, pero todo muy bien.
No recomiendo que permitan que alguien o los niños se suban porque creo que se puede romper. //// la recomiendo ampliamente."
1,Es una buena mesa ya que se puede doblar fácilmente para colocarla en un rincón cuando no se usa y así no ocupa tanto espacio. Buena idea del quien la diseño.
1,"Excelente producto y calidad y por un buen precio.
Estoy muy satisfecha con la compra.
Si sigue con el mismo precio comprare más."
1,Muy buen producto de mucha utilidad y resistente y cómodos pagos.
1,No es dura está muy suave con un pequeño defecto no es material resistente la verdad no es lo que esperaba.
1,"Me gusto muchisimo, la compre para el cumpleaños de mi hija y los niños incluso se subieron a ella y jamas ocurrio un accidente de que la mesa se rompiera o cerrara por el peso, muy satisfecha con la calidad. Aparte el precio me parecio accesible y mejor comparado a otros. Saludos!!."
1,Muy buen producto.
0,La mesa está dañando golpeada.
0,"Muy mala calidad, la usé 3 veces en una semana y literal se desbarató, se le salieron tornillos no por estar mal apretados sino xq se ensanchó el plástico por ser de muy mala calidad."
0,"Me salio con un agujero en el plástico.
Se tambalea, esta muy aguada.
Muy delgadita, si le pones una mano y presionas un poco, se dobla."
0,Viene golpeado.
1,"Todo bien, solo que venía un poco raspada de las orillas, se aprecia en las fotos."
1,Bastante bueno por el precio.
1,Buen producto y precio.
1,Buen producto por el costo q pague estoy satisfecho.
1,Excelente y muy práctica la puedo llevar a donde que vaya.
0,Llegó con una esquina estrellada.
1,"Excelente, practica, y amplia! y es el precio más bajo del mercado."
0,"Venia roto,de mala calidad."
1,La mesa contaba con algunos golpes.
0,La mesa viene con una fisura dejo fotos como evidencia.
0,"La mesa está muy bien , desafortunadamente la mesa venía dañada con un golpe nose si sería mala manipulación repartidores o si ya venía así."
1,
0,"Pésimo producto, no lo compren."
0,La mesa tablón no se pudo abrir de una pata x lo cual solicito su cambio o devolución del dinero o cambio de producto gracias.
0,Vino quebrada la mesa.
1,
